@RELATION target
@Attribute cap_words_words_ratio REAL
@Attribute amount_exclamation_marks REAL
@Attribute is_response REAL
@Attribute amount_words REAL
@Attribute word_sentence_ratio REAL
@Attribute amount_links REAL
@Attribute amount_cap_lock_words REAL
@Attribute amount_of_3_contiguous_spaces REAL
@Attribute amount_dollar_signs REAL
@Attribute amount_money REAL
@Attribute amount_percent_sign REAL
@ATTRIBUTE TARGET {0 1}
@DATA
0.258408531583265, 10, 1, 1219, 64.15789473684211, 0, 338, 33, 10, 5, 0, 1
0.20210896309314588, 0, 2, 569, 31.61111111111111, 3, 51, 0, 0, 0, 1, 0
0.23076923076923078, 0, 0, 234, 58.5, 2, 25, 0, 0, 0, 0, 0
0.16752577319587628, 4, 0, 388, 129.33333333333334, 3, 95, 0, 0, 0, 0, 0
0.18248175182481752, 0, 1, 137, 34.25, 2, 22, 2, 0, 0, 0, 0
0.37333333333333335, 1, 0, 75, 25.0, 2, 11, 0, 0, 0, 0, 1
0.07462686567164178, 0, 1, 67, 33.5, 0, 3, 0, 0, 0, 0, 0
0.22291928063571728, 40, 1, 2391, 74.71875, 1, 475, 0, 45, 13, 7, 1
0.0891089108910891, 0, 0, 101, 33.666666666666664, 0, 2, 0, 1, 0, 0, 1
0.4166666666666667, 0, 0, 12, 12.0, 0, 2, 0, 0, 0, 0, 1
0.20754716981132076, 0, 1, 53, 26.5, 1, 5, 0, 0, 0, 0, 0
0.2, 0, 1, 55, 18.333333333333332, 2, 9, 0, 0, 0, 0, 0
0.05452562704471101, 3, 0, 917, 917.0, 1, 679, 202, 0, 0, 9, 1
0.1222707423580786, 1, 0, 229, 12.722222222222221, 6, 5, 0, 0, 1, 0, 1
0.33589743589743587, 26, 0, 390, 24.375, 0, 101, 2, 10, 2, 0, 1
0.1439446366782007, 22, 0, 1445, 28.333333333333332, 1, 202, 0, 12, 9, 0, 1
0.07142857142857142, 0, 0, 14, 14.0, 1, 0, 0, 0, 0, 0, 1
0.08291708291708291, 11, 0, 1001, 200.2, 3, 595, 200, 3, 0, 11, 1
0.21428571428571427, 0, 1, 154, 22.0, 1, 26, 0, 0, 0, 0, 0
0.12457912457912458, 0, 0, 297, 22.846153846153847, 0, 15, 0, 1, 1, 1, 1
0.5, 0, 0, 16, 8.0, 0, 8, 0, 0, 0, 0, 1
0.15, 0, 1, 140, 17.5, 0, 11, 0, 0, 0, 1, 0
0.09004739336492891, 0, 1, 211, 52.75, 0, 16, 1, 0, 0, 0, 0
0.14814814814814814, 2, 0, 81, 13.5, 0, 7, 0, 1, 0, 0, 1
0.16216216216216217, 11, 0, 185, 61.666666666666664, 1, 84, 25, 0, 0, 8, 1
0.21039805036555645, 31, 0, 2462, 24.86868686868687, 1, 515, 0, 160, 13, 8, 1
0.0335195530726257, 0, 0, 179, 59.666666666666664, 0, 7, 0, 0, 8, 0, 1
0.12217194570135746, 2, 0, 221, 36.833333333333336, 2, 27, 5, 0, 1, 0, 0
0.12369597615499255, 27, 0, 2684, 52.627450980392155, 1, 117, 0, 20, 38, 6, 1
0.168141592920354, 0, 1, 113, 56.5, 2, 10, 0, 0, 0, 0, 0
0.11320754716981132, 0, 0, 477, 79.5, 1, 44, 6, 1, 1, 3, 1
0.2980769230769231, 0, 1, 104, 34.666666666666664, 3, 21, 2, 0, 0, 0, 0
0.147119341563786, 3, 0, 972, 25.57894736842105, 0, 80, 0, 0, 0, 0, 0
0.3125, 0, 1, 16, 16.0, 0, 7, 0, 1, 0, 0, 1
0.2702702702702703, 0, 1, 37, 18.5, 1, 7, 0, 0, 0, 0, 0
0.1053763440860215, 0, 0, 465, 77.5, 1, 20, 1, 1, 1, 0, 1
0.07109004739336493, 2, 0, 211, 105.5, 23, 65, 10, 1, 0, 4, 1
0.0912863070539419, 11, 0, 723, 65.72727272727273, 0, 120, 38, 0, 0, 0, 1
0.1443850267379679, 0, 0, 374, 53.42857142857143, 1, 25, 0, 0, 4, 4, 1
0.2670157068062827, 1, 0, 191, 191.0, 1, 25, 4, 0, 0, 4, 1
0.18181818181818182, 0, 0, 11, 11.0, 0, 2, 0, 0, 0, 0, 1
0.44, 0, 0, 25, 25.0, 0, 8, 2, 0, 0, 0, 1
0.3333333333333333, 0, 0, 18, 18.0, 2, 4, 0, 0, 0, 0, 1
0.07703281027104136, 3, 0, 701, 140.2, 1, 21, 4, 1, 3, 0, 1
0.16844919786096257, 1, 0, 374, 26.714285714285715, 2, 22, 0, 0, 0, 0, 1
0.13508904888215234, 1, 0, 5278, 29.819209039548024, 2, 71, 0, 0, 0, 0, 0
0.17391304347826086, 0, 2, 92, 30.666666666666668, 1, 6, 0, 0, 0, 0, 0
0.1896551724137931, 0, 0, 58, 29.0, 1, 3, 0, 0, 0, 0, 0
0.32524271844660196, 4, 0, 206, 41.2, 6, 26, 0, 2, 0, 0, 1
0.4358974358974359, 3, 0, 390, 55.714285714285715, 1, 24, 0, 1, 1, 0, 1
0.1689497716894977, 0, 0, 219, 27.375, 0, 17, 0, 0, 0, 0, 0
0.16883116883116883, 1, 1, 154, 22.0, 0, 12, 0, 0, 0, 0, 0
0.22580645161290322, 0, 1, 93, 18.6, 1, 12, 0, 0, 0, 0, 0
0.19852941176470587, 0, 2, 136, 34.0, 0, 13, 0, 0, 0, 0, 0
0.15444015444015444, 0, 1, 259, 32.375, 1, 26, 0, 1, 0, 2, 0
0.26804123711340205, 0, 0, 97, 19.4, 2, 1, 0, 0, 0, 0, 0
0.1184573002754821, 0, 1, 363, 45.375, 4, 18, 1, 0, 0, 37, 0
0.18888888888888888, 0, 1, 90, 90.0, 1, 12, 0, 2, 0, 3, 0
0.14150943396226415, 0, 0, 212, 42.4, 0, 58, 13, 0, 0, 0, 0
0.18309859154929578, 20, 1, 639, 63.9, 3, 375, 92, 4, 0, 0, 1
0.07960199004975124, 11, 0, 1005, 201.0, 3, 604, 203, 3, 0, 11, 1
0.20238095238095238, 0, 0, 504, 36.0, 3, 57, 1, 6, 0, 1, 1
0.045563549160671464, 9, 0, 417, 83.4, 2, 29, 3, 0, 0, 1, 1
0.07287093942054433, 2, 0, 1139, 1139.0, 0, 700, 223, 0, 0, 6, 1
0.1871508379888268, 0, 0, 358, 35.8, 1, 22, 0, 1, 0, 2, 0
0.2619047619047619, 4, 1, 84, 21.0, 3, 1, 0, 0, 0, 0, 0
0.0956043956043956, 4, 0, 4550, 63.19444444444444, 39, 2856, 863, 0, 0, 2, 0
0.07897334649555775, 12, 0, 1013, 202.6, 3, 604, 204, 3, 0, 11, 1
0.3333333333333333, 1, 0, 15, 15.0, 0, 3, 0, 0, 0, 0, 1
0.17857142857142858, 1, 0, 280, 35.0, 2, 24, 0, 0, 0, 0, 0
0.15588547189819724, 1, 3, 943, 25.486486486486488, 1, 283, 8, 0, 0, 0, 0
0.1875, 0, 0, 16, 16.0, 0, 3, 0, 0, 0, 0, 1
0.28888888888888886, 0, 0, 45, 22.5, 2, 4, 0, 0, 0, 0, 0
0.1111111111111111, 1, 1, 54, 18.0, 0, 3, 0, 0, 0, 0, 0
0.09190031152647975, 13, 0, 1926, 481.5, 10, 1171, 369, 4, 0, 27, 1
0.11940298507462686, 0, 1, 67, 67.0, 0, 3, 0, 0, 0, 0, 0
0.13978494623655913, 0, 0, 651, 31.0, 1, 118, 34, 0, 0, 1, 1
0.13455414012738853, 0, 1, 1256, 22.836363636363636, 2, 50, 0, 0, 0, 0, 0
0.4032258064516129, 3, 1, 248, 41.333333333333336, 3, 64, 10, 2, 0, 4, 1
0.26666666666666666, 0, 1, 60, 60.0, 2, 3, 0, 0, 0, 0, 0
0.23755390043120345, 21, 0, 2551, 98.11538461538461, 21, 584, 0, 1, 1, 71, 1
0.1761006289308176, 11, 0, 318, 106.0, 0, 15, 2, 0, 0, 0, 1
0.0009970089730807576, 0, 0, 1003, 1003.0, 0, 500, 0, 0, 0, 0, 1
0.375, 0, 1, 40, 20.0, 0, 5, 0, 0, 0, 0, 0
0.12135922330097088, 0, 0, 206, 34.333333333333336, 1, 20, 0, 0, 0, 0, 0
0.052795031055900624, 0, 0, 322, 32.2, 1, 17, 0, 0, 0, 2, 0
0.08739255014326648, 3, 0, 698, 49.857142857142854, 1, 102, 18, 2, 0, 1, 1
0.2066115702479339, 1, 0, 363, 30.25, 1, 61, 1, 3, 3, 0, 1
0.13272311212814644, 0, 0, 437, 54.625, 0, 51, 0, 1, 1, 0, 0
0.10101010101010101, 6, 0, 99, 49.5, 2, 20, 7, 0, 0, 0, 1
0.15476190476190477, 0, 1, 84, 84.0, 0, 12, 2, 0, 0, 0, 0
0.2708333333333333, 1, 1, 192, 24.0, 3, 39, 4, 0, 0, 0, 1
0.25, 1, 1, 104, 34.666666666666664, 3, 36, 8, 0, 0, 0, 0
0.18518518518518517, 0, 0, 27, 27.0, 0, 5, 0, 0, 0, 0, 0
0.19444444444444445, 3, 0, 144, 24.0, 3, 23, 0, 4, 1, 1, 1
0.20821917808219179, 1, 2, 365, 45.625, 3, 86, 13, 0, 0, 0, 0
0.23529411764705882, 0, 0, 119, 39.666666666666664, 1, 7, 0, 0, 0, 0, 0
0.3132530120481928, 0, 1, 83, 27.666666666666668, 0, 14, 0, 0, 0, 0, 0
0.09904153354632587, 0, 1, 313, 31.3, 0, 28, 0, 0, 0, 0, 0
0.1597222222222222, 1, 1, 144, 18.0, 1, 24, 0, 0, 0, 3, 0
0.05442176870748299, 7, 0, 588, 65.33333333333333, 3, 281, 99, 3, 3, 0, 1
0.22291928063571728, 40, 1, 2391, 74.71875, 1, 475, 0, 45, 13, 7, 1
0.17350157728706625, 18, 0, 634, 57.63636363636363, 2, 382, 95, 3, 0, 0, 1
0.0, 0, 0, 10, 10.0, 1, 0, 0, 0, 0, 0, 1
0.21875, 1, 0, 128, 25.6, 1, 13, 0, 0, 0, 0, 0
0.12101910828025478, 0, 1, 157, 78.5, 2, 8, 0, 0, 0, 0, 0
0.16666666666666666, 0, 1, 72, 36.0, 0, 5, 0, 0, 0, 0, 0
0.44571428571428573, 5, 1, 175, 21.875, 4, 27, 2, 2, 0, 0, 1
0.24539877300613497, 6, 0, 163, 40.75, 1, 29, 0, 1, 0, 0, 1
0.07602339181286549, 1, 1, 171, 21.375, 1, 17, 0, 0, 0, 0, 0
0.11182108626198083, 0, 0, 313, 31.3, 2, 32, 5, 0, 0, 0, 0
0.2631578947368421, 0, 1, 19, 19.0, 0, 3, 0, 0, 0, 0, 0
0.4444444444444444, 0, 0, 90, 90.0, 6, 28, 7, 0, 0, 2, 1
0.10201078960274644, 0, 0, 2039, 679.6666666666666, 45, 1918, 555, 0, 0, 0, 1
0.06521739130434782, 0, 0, 138, 69.0, 3, 14, 3, 3, 0, 65, 1
0.07364341085271318, 2, 0, 258, 258.0, 1, 100, 18, 10, 0, 0, 0
0.15372168284789645, 0, 0, 618, 30.9, 0, 47, 0, 0, 0, 10, 1
0.2222222222222222, 0, 0, 126, 42.0, 0, 19, 0, 5, 0, 2, 0
0.08163265306122448, 0, 0, 245, 27.22222222222222, 1, 42, 9, 0, 0, 0, 0
0.4666666666666667, 0, 0, 15, 7.5, 0, 7, 0, 0, 0, 0, 1
0.16666666666666666, 0, 0, 54, 27.0, 1, 2, 0, 0, 0, 0, 0
0.031331592689295036, 2, 0, 383, 47.875, 3, 178, 63, 3, 0, 1, 1
0.15789473684210525, 0, 0, 190, 19.0, 1, 19, 0, 0, 0, 1, 0
0.09433962264150944, 0, 1, 106, 26.5, 1, 11, 0, 0, 0, 0, 0
0.1072961373390558, 0, 0, 233, 19.416666666666668, 3, 22, 1, 5, 5, 0, 1
0.232, 2, 0, 125, 41.666666666666664, 1, 12, 0, 0, 0, 0, 1
0.1897018970189702, 0, 0, 738, 41.0, 6, 137, 22, 0, 0, 0, 0
0.16040100250626566, 0, 0, 399, 57.0, 1, 73, 14, 0, 0, 0, 0
0.15591397849462366, 2, 0, 186, 62.0, 1, 16, 0, 0, 0, 1, 0
0.1111111111111111, 0, 1, 99, 99.0, 0, 2, 0, 0, 0, 0, 0
0.13978494623655913, 0, 0, 651, 31.0, 1, 118, 34, 0, 0, 1, 1
0.11818181818181818, 3, 1, 110, 55.0, 1, 5, 0, 0, 0, 0, 0
0.18518518518518517, 1, 0, 27, 13.5, 3, 7, 2, 0, 0, 0, 0
0.12, 0, 0, 25, 25.0, 1, 0, 0, 0, 0, 0, 0
0.045346062052505964, 1, 0, 419, 52.375, 2, 203, 71, 1, 0, 1, 1
0.102803738317757, 0, 0, 107, 17.833333333333332, 2, 13, 0, 0, 0, 0, 1
0.14473684210526316, 0, 0, 76, 38.0, 1, 6, 0, 0, 0, 0, 1
0.18181818181818182, 0, 0, 451, 23.736842105263158, 1, 7, 0, 0, 0, 0, 0
0.3333333333333333, 0, 0, 9, 9.0, 1, 1, 0, 0, 0, 0, 0
0.05555555555555555, 1, 0, 72, 72.0, 1, 1, 0, 0, 0, 0, 1
0.17922077922077922, 0, 0, 385, 32.083333333333336, 0, 26, 0, 1, 2, 1, 1
0.09297052154195011, 0, 2, 441, 88.2, 1, 64, 12, 0, 1, 0, 0
0.313953488372093, 0, 1, 86, 28.666666666666668, 1, 13, 0, 0, 0, 0, 0
0.11979166666666667, 0, 1, 192, 48.0, 1, 37, 3, 1, 0, 2, 0
0.2826086956521739, 0, 1, 46, 23.0, 0, 3, 0, 0, 0, 0, 0
0.9354838709677419, 0, 0, 403, 28.785714285714285, 0, 403, 0, 1, 3, 0, 1
0.16666666666666666, 0, 1, 60, 30.0, 2, 8, 0, 0, 0, 0, 0
0.2904841402337229, 1, 0, 599, 27.227272727272727, 24, 140, 0, 0, 0, 5, 1
0.1619718309859155, 0, 0, 142, 17.75, 0, 13, 0, 3, 0, 1, 0
0.1595744680851064, 0, 0, 752, 14.461538461538462, 2, 23, 0, 0, 0, 0, 0
0.14840182648401826, 0, 0, 438, 73.0, 1, 35, 0, 1, 5, 1, 1
0.1371527777777778, 0, 0, 576, 30.31578947368421, 1, 19, 0, 1, 2, 0, 0
0.06521739130434782, 1, 0, 138, 46.0, 3, 2, 0, 0, 0, 0, 1
0.12658227848101267, 0, 1, 79, 26.333333333333332, 0, 10, 0, 0, 0, 0, 0
0.20971032231742145, 31, 0, 2451, 24.757575757575758, 0, 514, 0, 160, 13, 8, 1
0.3064516129032258, 18, 1, 372, 18.6, 6, 50, 5, 0, 0, 0, 1
0.10289389067524116, 0, 1, 311, 38.875, 2, 30, 4, 0, 2, 0, 0
0.10833333333333334, 0, 1, 240, 30.0, 0, 20, 0, 0, 0, 2, 0
0.4588235294117647, 5, 0, 85, 28.333333333333332, 2, 24, 0, 2, 0, 0, 1
0.11235955056179775, 0, 1, 178, 19.77777777777778, 4, 24, 0, 4, 0, 0, 1
0.11538461538461539, 0, 1, 156, 39.0, 2, 53, 16, 0, 0, 0, 0
0.02631578947368421, 1, 0, 38, 38.0, 1, 3, 0, 0, 0, 0, 1
0.10344827586206896, 0, 1, 145, 72.5, 1, 47, 9, 2, 0, 0, 0
0.21935483870967742, 3, 0, 155, 25.833333333333332, 4, 23, 0, 4, 2, 1, 1
0.21153846153846154, 2, 0, 208, 29.714285714285715, 1, 107, 25, 0, 0, 0, 1
0.19375, 0, 0, 160, 22.857142857142858, 3, 19, 0, 0, 0, 0, 1
0.23809523809523808, 11, 1, 105, 105.0, 7, 11, 2, 0, 0, 0, 0
0.3902439024390244, 2, 1, 123, 20.5, 2, 24, 2, 0, 0, 0, 1
0.18045112781954886, 0, 0, 133, 44.333333333333336, 2, 8, 0, 0, 0, 0, 1
0.05698924731182796, 0, 0, 930, 24.473684210526315, 1, 64, 0, 0, 0, 0, 0
0.15151515151515152, 1, 0, 33, 16.5, 3, 0, 0, 0, 0, 0, 0
0.13333333333333333, 0, 1, 45, 15.0, 0, 3, 0, 0, 0, 0, 0
0.14384508990318118, 22, 0, 1446, 28.352941176470587, 1, 202, 0, 12, 9, 0, 1
0.02262443438914027, 2, 0, 221, 73.66666666666667, 2, 112, 35, 1, 0, 1, 1
0.2235294117647059, 3, 0, 85, 28.333333333333332, 2, 20, 5, 0, 0, 0, 1
0.48695652173913045, 0, 0, 115, 57.5, 3, 26, 0, 2, 0, 0, 1
0.08860759493670886, 0, 0, 79, 19.75, 1, 26, 5, 0, 0, 0, 1
0.05008635578583765, 0, 0, 1158, 23.632653061224488, 0, 71, 0, 0, 0, 0, 0
0.2391304347826087, 6, 0, 184, 46.0, 5, 68, 13, 0, 0, 0, 1
0.1443850267379679, 0, 0, 374, 53.42857142857143, 1, 25, 0, 0, 4, 4, 1
0.28125, 0, 0, 32, 16.0, 2, 7, 0, 0, 0, 1, 1
0.1111111111111111, 0, 0, 54, 13.5, 1, 1, 0, 0, 0, 0, 0
0.078125, 4, 0, 128, 42.666666666666664, 2, 67, 23, 0, 0, 1, 1
0.13694267515923567, 0, 1, 314, 78.5, 2, 116, 22, 1, 0, 0, 0
0.02, 1, 0, 50, 25.0, 1, 1, 0, 0, 0, 0, 1
0.15178571428571427, 0, 1, 224, 28.0, 1, 62, 13, 0, 0, 0, 0
0.32, 0, 1, 75, 25.0, 0, 17, 0, 0, 0, 0, 0
0.15806451612903225, 0, 0, 620, 31.0, 0, 51, 0, 0, 0, 10, 1
0.15384615384615385, 2, 1, 65, 16.25, 1, 4, 1, 0, 0, 0, 0
0.11, 0, 0, 300, 21.428571428571427, 2, 90, 22, 0, 0, 0, 0
0.23766816143497757, 1, 1, 223, 74.33333333333333, 0, 76, 13, 0, 0, 0, 0
0.15748031496062992, 1, 1, 127, 25.4, 1, 18, 0, 0, 0, 0, 0
0.20652173913043478, 0, 1, 92, 15.333333333333334, 0, 21, 0, 0, 0, 0, 0
0.09090909090909091, 8, 0, 451, 34.69230769230769, 8, 29, 0, 0, 0, 2, 0
0.109717868338558, 0, 0, 319, 24.53846153846154, 2, 23, 0, 0, 0, 0, 0
0.1276595744680851, 0, 1, 141, 47.0, 2, 46, 10, 0, 0, 0, 0
0.1233644859813084, 2, 0, 535, 107.0, 37, 73, 25, 0, 0, 0, 1
0.21022067363530778, 41, 0, 3444, 19.24022346368715, 0, 705, 0, 219, 20, 7, 1
0.016074450084602367, 6, 0, 2364, 788.0, 1, 2072, 666, 4, 0, 17, 1
0.10344827586206896, 0, 0, 87, 43.5, 0, 5, 0, 0, 0, 0, 0
0.1111111111111111, 6, 0, 153, 51.0, 0, 42, 3, 0, 0, 0, 1
0.14814814814814814, 0, 0, 432, 28.8, 1, 36, 0, 3, 3, 2, 1
0.17391304347826086, 0, 0, 529, 22.041666666666668, 0, 27, 0, 3, 3, 3, 1
0.12895927601809956, 11, 0, 442, 73.66666666666667, 4, 47, 0, 0, 1, 1, 1
0.42391304347826086, 2, 0, 92, 92.0, 7, 26, 7, 0, 0, 2, 1
0.18579234972677597, 0, 0, 183, 36.6, 1, 15, 0, 0, 0, 0, 0
0.25749559082892415, 46, 0, 3402, 19.77906976744186, 0, 340, 0, 42, 0, 1, 1
0.0783132530120482, 5, 0, 2988, 26.442477876106196, 0, 100, 9, 0, 2, 0, 1
0.15709969788519637, 9, 0, 331, 47.285714285714285, 4, 212, 61, 0, 0, 0, 1
0.18485915492957747, 5, 0, 568, 284.0, 51, 335, 77, 1, 0, 0, 1
0.16806722689075632, 2, 0, 238, 21.636363636363637, 3, 116, 33, 0, 0, 1, 1
0.08619612742036227, 2, 0, 1601, 31.392156862745097, 1, 122, 0, 12, 24, 7, 1
0.21052631578947367, 0, 1, 95, 19.0, 2, 25, 2, 0, 0, 0, 0
0.16, 0, 0, 50, 16.666666666666668, 0, 4, 0, 0, 0, 0, 0
0.07633587786259542, 0, 1, 131, 32.75, 2, 3, 0, 0, 0, 0, 0
0.06390328151986183, 15, 0, 579, 41.357142857142854, 2, 19, 0, 1, 12, 0, 1
0.3126760563380282, 2, 1, 355, 32.27272727272727, 4, 60, 0, 29, 0, 0, 1
0.11899563318777293, 0, 2, 916, 24.105263157894736, 1, 21, 0, 0, 0, 0, 0
0.10247349823321555, 6, 0, 283, 141.5, 7, 76, 20, 0, 0, 0, 1
0.11406844106463879, 1, 1, 526, 32.875, 0, 59, 13, 0, 0, 0, 0
0.2552083333333333, 0, 1, 192, 27.428571428571427, 1, 51, 0, 0, 0, 0, 0
0.19607843137254902, 6, 0, 102, 102.0, 2, 31, 6, 0, 0, 0, 1
0.1038961038961039, 0, 1, 385, 24.0625, 0, 27, 0, 0, 0, 1, 0
0.15841584158415842, 0, 0, 101, 20.2, 0, 39, 9, 0, 0, 0, 0
0.17857142857142858, 0, 0, 28, 9.333333333333334, 0, 6, 0, 0, 0, 0, 0
0.11707317073170732, 1, 1, 205, 22.77777777777778, 0, 4, 0, 0, 0, 0, 0
0.15789473684210525, 0, 0, 95, 19.0, 1, 8, 0, 0, 0, 163, 1
0.2692307692307692, 1, 1, 130, 32.5, 0, 16, 0, 3, 0, 0, 0
0.08450704225352113, 1, 0, 142, 35.5, 2, 9, 0, 0, 0, 0, 1
0.20833333333333334, 1, 0, 96, 32.0, 1, 14, 0, 0, 0, 0, 1
0.13333333333333333, 0, 0, 15, 15.0, 0, 3, 0, 1, 0, 0, 1
0.12727272727272726, 0, 1, 55, 13.75, 2, 1, 0, 0, 0, 0, 0
0.1827956989247312, 0, 1, 93, 18.6, 1, 8, 0, 0, 0, 163, 1
0.25, 2, 1, 136, 27.2, 3, 2, 0, 0, 0, 0, 0
0.33653846153846156, 1, 0, 104, 14.857142857142858, 1, 12, 0, 0, 0, 0, 0
0.15384615384615385, 1, 0, 104, 52.0, 5, 12, 1, 0, 0, 4, 1
0.08139534883720931, 0, 0, 86, 21.5, 1, 2, 0, 0, 0, 0, 0
0.7777777777777778, 1, 0, 9, 9.0, 1, 1, 0, 0, 0, 0, 1
0.15789473684210525, 0, 2, 95, 23.75, 0, 10, 2, 0, 0, 0, 0
0.18396226415094338, 1, 0, 212, 53.0, 0, 48, 4, 1, 1, 0, 1
0.14666666666666667, 1, 1, 150, 30.0, 2, 13, 0, 0, 0, 0, 0
0.12984054669703873, 0, 0, 439, 25.823529411764707, 0, 54, 9, 0, 0, 0, 0
0.2360248447204969, 6, 0, 161, 40.25, 1, 30, 0, 1, 0, 0, 1
0.04044117647058824, 3, 0, 272, 90.66666666666667, 12, 138, 46, 0, 0, 4, 1
0.09090909090909091, 0, 0, 33, 33.0, 4, 4, 1, 0, 0, 0, 1
0.15714285714285714, 2, 0, 140, 70.0, 0, 39, 0, 1, 0, 0, 1
0.4824561403508772, 1, 0, 114, 19.0, 1, 1, 0, 0, 0, 0, 1
0.16129032258064516, 1, 1, 279, 34.875, 2, 24, 0, 0, 0, 0, 0
0.07163120567375887, 1, 0, 1410, 74.21052631578948, 7, 376, 96, 4, 0, 1, 1
0.23, 0, 1, 100, 20.0, 1, 11, 0, 0, 0, 0, 0
0.417910447761194, 3, 0, 67, 33.5, 5, 6, 0, 0, 0, 1, 1
0.07103825136612021, 0, 0, 183, 61.0, 1, 8, 0, 0, 0, 0, 1
0.08201892744479496, 0, 1, 317, 79.25, 1, 115, 24, 16, 0, 0, 0
0.14018691588785046, 0, 2, 107, 17.833333333333332, 1, 5, 0, 0, 0, 0, 0
0.1506849315068493, 0, 1, 219, 31.285714285714285, 0, 5, 0, 0, 0, 0, 0
0.1358695652173913, 6, 0, 368, 40.888888888888886, 2, 22, 0, 0, 1, 1, 1
0.14594594594594595, 0, 1, 185, 30.833333333333332, 0, 9, 0, 0, 0, 0, 0
0.4492753623188406, 4, 0, 69, 69.0, 2, 9, 0, 0, 0, 2, 1
0.23214285714285715, 1, 1, 56, 18.666666666666668, 0, 4, 0, 0, 0, 0, 0
0.16981132075471697, 0, 0, 159, 31.8, 0, 9, 0, 0, 0, 0, 0
0.1746031746031746, 14, 0, 315, 105.0, 0, 16, 2, 0, 0, 0, 1
0.14492753623188406, 0, 0, 207, 15.923076923076923, 1, 9, 0, 0, 0, 0, 0
0.08450704225352113, 1, 0, 142, 35.5, 2, 9, 0, 0, 0, 0, 1
0.11046511627906977, 0, 1, 344, 38.22222222222222, 0, 48, 12, 0, 0, 0, 0
0.09340659340659341, 6, 0, 364, 121.33333333333333, 2, 201, 66, 0, 0, 4, 1
0.5211267605633803, 3, 0, 71, 35.5, 6, 2, 0, 0, 0, 0, 1
0.13229571984435798, 2, 0, 257, 36.714285714285715, 1, 26, 1, 0, 0, 14, 0
0.037422037422037424, 1, 0, 962, 320.6666666666667, 1, 656, 198, 2, 0, 8, 1
0.07272727272727272, 0, 0, 110, 27.5, 1, 7, 1, 0, 0, 0, 0
0.19047619047619047, 0, 0, 42, 42.0, 1, 2, 0, 0, 0, 0, 1
0.10714285714285714, 0, 1, 56, 56.0, 1, 6, 0, 1, 0, 0, 0
0.06363636363636363, 0, 0, 110, 110.0, 2, 7, 0, 0, 0, 0, 1
0.1508029768899334, 18, 0, 2553, 30.03529411764706, 0, 396, 0, 26, 9, 11, 1
0.16748768472906403, 0, 0, 203, 16.916666666666668, 4, 23, 1, 0, 0, 0, 0
0.38461538461538464, 0, 1, 39, 9.75, 1, 4, 0, 0, 0, 0, 0
0.09542356377799416, 0, 0, 1027, 79.0, 16, 420, 124, 0, 0, 6, 1
0.06976744186046512, 0, 0, 43, 43.0, 3, 8, 0, 0, 0, 0, 1
0.08818541548897682, 0, 1, 1769, 45.35897435897436, 5, 279, 43, 1, 1, 0, 0
0.1040268456375839, 0, 0, 1192, 38.45161290322581, 1, 34, 0, 0, 0, 0, 0
0.044326241134751775, 2, 0, 564, 62.666666666666664, 33, 315, 102, 5, 0, 4, 1
0.189873417721519, 0, 1, 79, 19.75, 3, 13, 3, 0, 0, 0, 0
0.1567043618739903, 0, 0, 619, 30.95, 0, 50, 0, 0, 0, 10, 1
0.6756756756756757, 12, 0, 74, 74.0, 2, 28, 0, 1, 0, 0, 1
0.026717557251908396, 1, 0, 262, 65.5, 3, 130, 45, 1, 0, 1, 1
0.12643678160919541, 0, 0, 1044, 29.82857142857143, 1, 40, 0, 0, 0, 0, 0
0.009085746734809767, 4, 0, 1761, 880.5, 25, 1423, 457, 0, 0, 17, 1
0.14619883040935672, 0, 1, 171, 34.2, 2, 31, 5, 0, 0, 0, 0
0.16981132075471697, 0, 1, 53, 26.5, 0, 1, 0, 0, 0, 0, 0
0.17089452603471295, 1, 3, 749, 20.805555555555557, 1, 156, 8, 0, 0, 0, 0
0.2197452229299363, 4, 0, 314, 34.888888888888886, 0, 76, 2, 5, 0, 0, 1
0.15789473684210525, 0, 0, 19, 19.0, 1, 0, 0, 0, 0, 0, 0
0.13333333333333333, 0, 0, 75, 37.5, 1, 6, 0, 0, 0, 0, 1
0.125, 0, 0, 112, 56.0, 1, 6, 0, 0, 0, 0, 0
0.07746478873239436, 0, 0, 142, 23.666666666666668, 1, 4, 0, 0, 0, 0, 0
0.0805168986083499, 11, 1, 1006, 201.2, 3, 597, 202, 4, 0, 11, 1
0.20210896309314588, 0, 2, 569, 31.61111111111111, 3, 51, 0, 0, 0, 1, 0
0.3069306930693069, 6, 0, 303, 151.5, 6, 17, 0, 0, 1, 0, 1
0.10818438381937912, 3, 0, 1063, 32.21212121212121, 2, 79, 20, 0, 0, 0, 0
0.0718562874251497, 3, 0, 167, 41.75, 2, 32, 8, 4, 0, 0, 1
0.2, 0, 0, 20, 20.0, 0, 3, 0, 0, 0, 0, 1
0.15614617940199335, 2, 0, 301, 150.5, 3, 20, 0, 0, 0, 0, 0
0.1111111111111111, 0, 0, 99, 49.5, 0, 5, 0, 0, 0, 0, 1
0.10515463917525773, 3, 0, 485, 24.25, 4, 34, 0, 0, 0, 0, 0
0.07169811320754717, 1, 1, 265, 88.33333333333333, 0, 9, 0, 0, 0, 0, 0
0.023622047244094488, 9, 0, 2540, 846.6666666666666, 4, 2100, 701, 0, 0, 4, 1
